,Unnamed: 0,record_date,avg_outflow,Unnamed: 0,record_date,avg_inflow,feeder1_kwh,feeder2_kwh,Ammonia_mg_L_1,BOD_mg_L_1,COD_mg_L_1,Nitrogentotal_mg_L_1,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,year,month,day,record_date
1060,1060,2011-11-29,6.0315260869565215,1060,2011-11-27,14.55056956521739,191680,127167,46.0,360.0,1000.0,63.79241,16.6,21.0,13.0,0.0,55,0.0,10.0,19.8,29.4,0.0,2018,3,4,04-03-2018
1061,1061,2011-11-30,6.624526086956522,1061,2011-11-28,12.65165652173913,181204,113219,38.0,260.0,740.0,60.0,16.1,20.0,10.5,0.0,60,0.0,10.0,25.4,35.2,55.4,2018,3,5,05-03-2018
1062,1062,2011-01-12,6.39878695652174,1062,2011-11-29,8.020656521739129,206116,134814,45.0,370.0,980.0,63.79241,18.3,26.0,11.0,0.0,56,0.0,0.0,14.1,29.4,0.0,2018,3,6,06-03-2018
1063,1063,2011-02-12,0.1433521739130435,1063,2011-11-30,6.6926999999999985,166640,86440,40.0,360.0,860.0,63.99465,21.7,30.0,13.7,0.0,46,0.0,0.0,18.1,33.5,0.0,2018,3,7,07-03-2018
1064,1064,2011-03-12,0.028134782608695653,1064,2011-01-12,5.8692652173913045,205612,133607,38.0,380.0,940.0,64.80136999999999,21.6,31.0,12.0,0.0,46,0.0,0.0,14.3,27.8,0.0,2018,3,8,08-03-2018
1065,1065,2011-04-12,2.3309173913043475,1065,2011-02-12,4.52178695652174,200964,131679,48.0,422.98022000000003,845.96045,64.80136999999999,21.9,31.0,13.0,0.0,42,0.0,0.0,14.3,25.9,0.0,2018,3,9,09-03-2018
1066,1066,2011-05-12,2.013178260869565,1066,2011-03-12,4.1923956521739125,204133,116769,43.0,340.0,860.0,63.9492,16.6,20.0,13.0,0.0,64,0.0,10.0,21.1,33.5,0.0,2018,3,12,12-03-2018
1067,1067,2011-06-12,2.056047826086956,1067,2011-04-12,4.181308695652173,191440,106558,38.0,330.0,810.0,61.23959,16.7,21.3,13.0,0.0,64,0.0,10.0,15.7,29.4,50.0,2018,3,13,13-03-2018
1068,1068,2011-07-12,4.443308695652174,1068,2011-05-12,4.145526086956521,191222,121361,39.0,360.0,800.0,61.590759999999996,16.9,22.0,13.0,0.0,65,0.0,10.0,11.7,22.2,0.0,2018,3,14,14-03-2018
1069,1069,2011-08-12,7.1024391304347825,1069,2011-06-12,4.7507869565217415,165041,119898,68.0,350.0,840.0,63.728,15.8,21.0,11.0,0.0,69,0.0,10.0,13.9,25.9,0.0,2018,3,15,15-03-2018
1070,1070,2011-09-12,6.607047826086956,1070,2011-07-12,4.805004347826087,164850,138524,49.0,360.0,890.0,63.9492,16.8,22.0,11.0,0.0,34,0.0,10.0,26.7,53.5,75.9,2018,3,18,18-03-2018
1071,1071,2011-10-12,6.809134782608696,1071,2011-08-12,5.435395652173913,183560,96504,43.0,310.0,760.0,61.728190000000005,19.4,28.0,14.7,0.0,52,0.0,10.0,18.9,31.7,0.0,2018,3,19,19-03-2018
1072,1072,2011-11-12,5.588830434782609,1072,2011-09-12,5.339352173913045,200424,122783,52.0,540.0,1500.0,68.82016999999999,14.1,18.0,9.0,0.0,55,0.0,10.0,26.3,40.7,50.0,2018,3,20,20-03-2018
1073,1073,2011-12-12,7.695221739130432,1073,2011-10-12,5.606786956521739,153836,102211,45.0,400.0,1200.0,78.0,16.8,26.0,10.0,0.0,56,0.0,0.0,12.6,27.8,0.0,2018,3,21,21-03-2018
1074,1074,2011-12-13,5.748917391304348,1074,2011-11-12,7.6454826086956515,190032,109180,47.0,510.0,1300.0,68.82016999999999,21.1,28.0,15.0,0.0,42,0.0,0.0,17.8,42.4,50.0,2018,3,22,22-03-2018
1075,1075,2011-12-14,5.437613043478261,1075,2011-12-12,6.917352173913042,191970,134356,38.0,600.0,960.0,65.11386999999999,16.0,25.0,9.0,0.0,50,0.0,9.3,32.0,44.6,63.0,2018,3,25,25-03-2018
1076,1076,2011-12-15,4.999917391304347,1076,2011-12-13,5.122134782608696,219569,166518,43.0,350.0,940.0,63.9492,12.7,19.0,7.9,0.0,65,0.0,10.0,23.7,40.7,59.4,2018,3,26,26-03-2018
1077,1077,2011-12-16,5.0499608695652185,1077,2011-12-14,5.75478695652174,227565,156317,40.0,340.0,960.0,63.9492,19.1,23.0,15.6,0.0,38,0.0,0.0,30.4,53.5,70.6,2018,3,27,27-03-2018
1078,1078,2011-12-17,4.3027000000000015,1078,2011-12-15,5.3802652173913055,219598,165425,46.0,340.0,920.0,63.9492,20.2,30.0,15.0,0.0,54,0.0,10.0,16.9,35.2,51.9,2018,3,28,28-03-2018
1079,1079,2011-12-18,4.02561304347826,1079,2011-12-16,4.685526086956521,157956,146347,41.0,422.98022000000003,845.96045,63.79241,16.9,24.0,11.0,0.0,64,0.0,10.0,14.3,27.8,0.0,2018,3,30,30-03-2018
1080,1080,2011-12-19,4.742395652173913,1080,2011-12-17,4.53478695652174,187627,129214,49.0,340.0,890.0,63.0,16.2,21.0,11.0,0.0,66,0.0,10.0,14.3,24.1,0.0,2018,4,2,02-04-2018
1081,1081,2011-12-20,4.662439130434782,1081,2011-12-18,4.6016565217391285,211102,134068,51.0,330.0,930.0,63.79241,15.8,20.0,12.0,0.0,66,0.0,10.0,10.4,18.3,0.0,2018,4,3,03-04-2018
1082,1082,2011-12-21,3.0570478260869565,1082,2011-12-19,4.8405695652173915,219942,141138,43.0,360.0,1100.0,67.4343,16.2,23.0,12.0,0.0,72,0.0,10.0,10.6,22.2,0.0,2018,4,4,04-04-2018
1083,1083,2011-12-22,4.950004347826086,1083,2011-12-20,4.885395652173912,224343,148788,46.0,360.0,1000.0,63.728,15.6,20.0,12.0,0.0,73,0.0,10.0,9.8,22.2,0.0,2018,4,5,05-04-2018
1084,1084,2011-12-23,4.660526086956521,1084,2011-12-21,4.140265217391304,196606,146973,50.0,330.0,880.0,63.9492,21.9,30.1,12.7,0.0,38,0.0,0.0,17.8,46.5,0.0,2018,4,8,08-04-2018
1085,1085,2011-12-24,3.0259608695652167,1085,2011-12-22,5.37174347826087,194472,141210,38.0,370.0,1100.0,67.6555,19.3,26.0,13.0,0.0,56,0.0,10.0,15.0,53.5,70.6,2018,4,9,09-04-2018
1086,1086,2011-12-25,4.405613043478262,1086,2011-12-23,4.266221739130435,193803,135692,39.0,422.98022000000003,845.96045,63.9492,22.7,28.0,17.0,0.0,44,0.0,10.0,22.8,38.9,50.0,2018,4,10,10-04-2018
1087,1087,2011-12-26,4.03383043478261,1087,2011-12-24,4.1247,141296,83613,49.0,370.0,920.0,64.52231,21.4,30.0,15.4,1010.5,53,0.25,11.6,16.7,352.0,51.9,2018,4,11,11-04-2018
1088,1088,2011-12-27,5.863352173913044,1088,2011-12-25,4.2251782608695665,178426,123960,35.0,460.0,1100.0,67.54441,17.6,28.0,10.0,0.0,54,0.0,10.0,16.7,27.8,0.0,2018,4,12,12-04-2018
1089,1089,2011-12-28,4.847656521739131,1089,2011-12-26,8.777395652173913,150974,118402,39.0,310.0,840.0,64.41245,16.5,20.0,14.8,0.0,70,0.0,10.0,23.2,44.6,55.4,2018,4,15,15-04-2018
1090,1090,2011-12-29,4.499178260869567,1090,2011-12-27,6.29878695652174,165316,53368,41.0,300.0,980.0,63.99465,14.8,22.0,11.0,0.0,62,0.0,10.0,24.3,40.7,59.4,2018,4,16,16-04-2018
1091,1091,2011-12-30,3.961482608695652,1091,2011-12-28,5.247178260869566,168264,0,50.0,350.0,940.0,62.93979,10.1,16.0,3.7,0.0,68,0.0,10.0,13.7,25.9,0.0,2018,4,17,17-04-2018
1092,1092,2011-12-31,3.0347869565217387,1092,2011-12-29,4.690004347826088,173441,0,34.0,710.0,1500.0,77.0,14.3,23.2,9.0,0.0,63,0.0,0.0,13.5,29.4,0.0,2018,4,18,18-04-2018
1093,1093,2012-01-01,4.165873913043479,1093,2011-12-30,4.216743478260868,179307,0,43.0,410.0,990.0,63.83786,14.0,24.0,7.0,0.0,60,0.0,9.8,11.3,22.2,0.0,2018,4,19,19-04-2018
1094,1094,2012-02-01,3.0324826086956524,1094,2011-12-31,3.9817,156540,24292,46.0,320.0,810.0,61.50439,14.7,23.0,7.8,0.0,80,0.0,6.0,8.5,16.5,0.0,2018,4,22,22-04-2018
1095,1095,2012-03-01,3.04874347826087,1095,2012-01-01,3.7796565217391302,159681,144089,43.0,360.0,880.0,63.9492,21.6,28.0,14.0,0.0,35,0.0,0.0,28.2,46.5,72.2,2018,4,23,23-04-2018
1096,1096,2012-04-01,4.401917391304349,1096,2012-02-01,3.4941782608695653,161546,140507,52.0,370.0,870.0,63.728,14.9,21.0,9.0,0.0,71,0.0,10.0,13.0,22.2,0.0,2018,4,25,25-04-2018
1097,1097,2012-05-01,3.0388739130434783,1097,2012-03-01,4.384265217391304,172399,146649,39.0,460.0,940.0,63.8381,12.8,18.0,8.0,0.0,71,0.0,10.0,13.1,27.8,0.0,2018,4,26,26-04-2018
1098,1098,2012-06-01,3.39774347826087,1098,2012-04-01,4.0345260869565225,148843,114560,44.0,340.0,710.0,62.03205,12.2,18.0,8.0,0.0,81,0.0,10.0,12.0,24.1,0.0,2018,4,29,29-04-2018
1099,1099,2012-07-01,3.0645695652173908,1099,2012-05-01,3.9787,216944,89719,40.0,340.0,820.0,60.76647,12.6,20.0,6.0,0.0,57,0.0,10.0,13.0,24.1,0.0,2018,4,30,30-04-2018
1100,1100,2012-08-01,3.709482608695652,1100,2012-06-01,3.740265217391305,202227,116871,40.0,310.0,850.0,54.0,17.9,23.0,13.0,0.0,32,0.0,0.0,22.6,35.2,0.0,2018,5,1,01-05-2018
1101,1101,2012-09-01,4.914873913043476,1101,2012-07-01,3.6840913043478274,188594,124733,40.0,350.0,670.0,61.884980000000006,15.1,23.0,14.6,0.0,40,0.0,0.0,27.4,48.2,59.4,2018,5,2,02-05-2018
1102,1102,2012-10-01,3.730004347826088,1102,2012-08-01,4.255047826086956,161313,127333,45.0,490.0,880.0,65.11386999999999,17.2,25.0,10.0,0.0,48,2.03,9.7,25.9,50.0,66.5,2018,5,3,03-05-2018
1103,1103,2012-11-01,3.82083043478261,1103,2012-09-01,4.8992652173913065,171455,131503,50.0,350.0,1100.0,67.6555,14.9,20.1,10.0,0.0,60,0.0,10.0,18.5,46.5,0.0,2018,5,6,06-05-2018
1104,1104,2012-12-01,4.227917391304348,1104,2012-10-01,4.140047826086957,170390,126198,46.0,350.0,1000.0,63.9492,15.6,19.0,11.0,0.0,53,0.0,10.0,22.0,37.0,53.5,2018,5,7,07-05-2018
1105,1105,2012-01-13,4.042699999999999,1105,2012-11-01,3.9542217391304346,162413,128853,50.0,490.0,1200.0,68.82016999999999,11.5,15.0,7.0,0.0,70,0.0,10.0,13.9,24.1,0.0,2018,5,8,08-05-2018
1106,1106,2012-01-14,3.0816130434782614,1106,2012-12-01,4.653352173913044,199950,130397,39.0,500.0,1300.0,68.82016999999999,12.9,15.0,6.5,0.0,60,0.0,9.2,21.5,35.2,50.0,2018,5,9,09-05-2018
1107,1107,2012-01-15,3.0870913043478256,1107,2012-01-13,3.9270913043478246,212749,157494,43.0,340.0,950.0,61.11769,5.5,12.0,6.0,0.0,77,0.0,5.5,24.5,46.2,64.5,2018,5,10,10-05-2018
1108,1108,2012-01-16,4.354221739130435,1108,2012-01-14,3.757569565217392,157143,79378,50.0,300.0,790.0,60.993680000000005,11.1,16.0,6.0,0.0,54,0.0,9.0,15.0,27.8,0.0,2018,5,13,13-05-2018
1109,1109,2012-01-17,3.0575260869565217,1109,2012-01-15,3.8161347826086964,168134,92306,18.0,350.0,850.0,62.93979,11.3,15.0,5.0,0.0,79,0.0,10.0,10.7,18.3,0.0,2018,5,14,14-05-2018
1110,1110,2012-01-18,4.1548304347826095,1110,2012-01-16,4.300743478260869,157536,111516,29.0,340.0,920.0,68.0,10.1,14.0,7.0,0.0,50,1.02,9.5,15.9,35.2,46.5,2018,5,15,15-05-2018
1111,1111,2012-01-19,3.0616130434782605,1111,2012-01-17,4.190352173913044,146768,115945,41.0,360.0,900.0,64.32007,10.7,13.0,9.0,0.0,67,0.0,10.0,14.3,20.6,0.0,2018,5,16,16-05-2018
1112,1112,2012-01-20,3.0740043478260866,1112,2012-01-18,3.741134782608696,152169,116076,50.0,360.0,960.0,64.25565999999999,12.7,14.0,11.0,0.0,79,0.0,10.0,14.4,27.5,0.0,2018,5,17,17-05-2018
1113,1113,2012-01-21,4.045221739130435,1113,2012-01-19,3.675047826086956,171328,138077,40.0,340.0,770.0,61.53329,13.5,16.0,10.0,0.0,77,0.0,9.7,21.5,31.7,0.0,2018,5,20,20-05-2018
1114,1114,2012-01-22,3.0283521739130435,1114,2012-01-20,3.745265217391305,159276,134317,42.0,380.0,790.0,61.68991,13.3,15.0,11.8,0.0,76,0.0,10.0,22.0,31.7,0.0,2018,5,21,21-05-2018
1115,1115,2012-01-23,3.680134782608696,1115,2012-01-21,3.88365652173913,183543,127860,36.0,350.0,1000.0,63.79241,12.9,16.0,10.0,0.0,56,0.0,9.7,18.1,31.7,0.0,2018,5,22,22-05-2018
1116,1116,2012-01-24,3.8409608695652175,1116,2012-01-22,3.6788739130434784,139905,92479,35.0,340.0,930.0,64.30112,12.7,14.0,11.7,0.0,74,0.0,10.0,16.3,27.5,0.0,2018,5,23,23-05-2018
1117,1117,2012-01-25,2.9607869565217397,1117,2012-01-23,3.9658304347826085,201203,141364,41.0,350.0,1100.0,67.4343,12.4,15.1,10.0,0.0,73,0.0,10.0,12.2,25.9,0.0,2018,5,24,24-05-2018
1118,1118,2012-01-26,2.9724391304347817,1118,2012-01-24,3.863613043478261,186429,110483,50.0,260.0,720.0,49.0,15.8,20.0,13.6,0.0,57,0.0,10.0,31.7,44.6,59.4,2018,5,27,27-05-2018
1119,1119,2012-01-27,3.6577869565217394,1119,2012-01-25,3.7087000000000008,190895,113462,48.0,310.0,810.0,61.756930000000004,15.9,21.0,12.0,0.0,54,0.0,10.0,34.5,46.5,64.5,2018,5,28,28-05-2018
1120,1120,2012-01-28,2.9534826086956527,1120,2012-01-26,3.6387,99725,170559,45.0,320.0,920.0,63.643190000000004,10.7,16.0,5.0,0.0,66,0.0,10.0,16.1,37.0,0.0,2018,5,29,29-05-2018
1121,1121,2012-01-29,3.9677434782608687,1121,2012-01-27,3.674873913043478,150456,104942,40.0,370.0,970.0,63.53185,11.1,15.0,5.0,0.0,66,0.0,10.0,22.5,29.4,50.0,2018,5,30,30-05-2018
1122,1122,2012-01-30,2.9627,1122,2012-01-28,3.6093956521739146,165539,105473,27.0,340.0,900.0,62.93979,7.8,14.0,3.0,0.0,75,0.0,10.0,13.7,31.7,0.0,2018,5,31,31-05-2018
1123,1123,2012-01-31,4.11161304347826,1123,2012-01-29,4.046047826086956,148502,104156,38.0,320.0,400.0,58.089380000000006,9.1,13.0,5.0,0.0,87,0.0,9.8,10.9,14.8,0.0,2018,6,3,03-05-2018
1124,1124,2012-01-02,3.688091304347826,1124,2012-01-30,3.9253956521739126,150357,109599,31.0,430.0,1100.0,66.84859,10.8,14.1,8.8,0.0,85,0.0,9.7,10.4,16.5,0.0,2018,6,4,04-05-2018
1125,1125,2012-02-02,3.5134391304347834,1125,2012-01-31,4.174569565217392,158495,117862,27.0,430.0,980.0,63.09101999999999,11.3,15.0,7.0,0.0,81,0.0,10.0,10.0,16.5,0.0,2018,6,5,05-05-2018
1126,1126,2012-03-02,4.182004347826086,1126,2012-01-02,3.957004347826086,166819,126193,34.0,390.0,1000.0,63.312219999999996,12.8,18.0,7.0,0.0,61,0.0,10.0,21.3,46.5,66.5,2018,6,6,06-05-2018
1127,1127,2012-04-02,2.974395652173913,1127,2012-02-02,3.856700000000001,145625,109630,35.0,430.0,1200.0,67.06978000000001,14.2,16.0,12.0,0.0,61,0.0,10.0,36.3,57.6,70.6,2018,6,7,07-05-2018
1128,1128,2012-05-02,3.485047826086957,1128,2012-03-02,3.7875260869565226,126139,112076,38.0,422.98022000000003,845.96045,63.77547,11.4,13.0,9.0,0.0,86,0.0,10.0,19.1,37.0,48.2,2018,6,8,08-05-2018
1129,1129,2012-06-02,3.539178260869565,1129,2012-04-02,3.676526086956522,124934,102846,41.0,330.0,910.0,63.820930000000004,12.6,16.0,10.0,0.0,70,0.0,10.0,36.3,48.2,70.6,2018,6,11,11-05-2018
1130,1130,2012-07-02,2.9874391304347827,1130,2012-05-02,3.837569565217392,92607,83601,34.0,330.0,930.0,63.820930000000004,11.3,15.0,7.0,0.0,73,0.0,10.0,21.7,38.9,51.9,2018,6,12,12-05-2018
1131,1131,2012-08-02,3.053352173913044,1131,2012-06-02,4.0572217391304335,186616,141826,31.0,300.0,1100.0,66.95411,9.6,13.0,7.0,0.0,77,0.0,10.0,22.6,35.2,51.9,2018,6,13,13-05-2018
1132,1132,2012-09-02,4.4169608695652185,1132,2012-07-02,3.8519608695652168,203157,157796,29.0,410.0,800.0,52.0,11.0,13.0,9.0,0.0,68,0.0,10.0,31.9,55.4,75.9,2018,6,14,14-05-2018
1133,1133,2012-10-02,2.9853956521739127,1133,2012-08-02,3.162178260869565,186007,126377,23.0,240.0,560.0,53.29461,9.3,12.0,8.0,0.0,93,0.0,8.7,26.1,44.6,63.0,2018,6,17,17-05-2018
1134,1134,2012-11-02,3.5223956521739126,1134,2012-09-02,4.0091347826086965,207625,130009,29.0,300.0,720.0,60.405919999999995,6.3,11.0,1.9,0.0,89,0.0,9.5,10.2,20.6,0.0,2018,6,18,18-05-2018
1135,1135,2012-12-02,3.691178260869565,1135,2012-10-02,3.9399608695652177,175697,119340,42.0,340.0,790.0,60.699619999999996,7.4,13.0,3.0,0.0,76,0.0,10.0,13.0,29.4,0.0,2018,6,19,19-05-2018
1136,1136,2012-02-13,3.5550478260869576,1136,2012-11-02,3.6629173913043487,200561,133914,38.0,320.0,780.0,60.405919999999995,8.0,14.0,3.0,0.0,75,0.0,10.0,18.9,29.4,0.0,2018,6,20,20-05-2018
1137,1137,2012-02-14,3.016786956521739,1137,2012-12-02,3.8008739130434783,165576,114557,33.0,320.0,970.0,62.25736,8.0,15.0,3.0,0.0,71,0.0,10.0,13.9,22.2,0.0,2018,6,21,21-05-2018
1138,1138,2012-02-15,3.6736565217391313,1138,2012-02-13,3.8639608695652186,154232,113091,35.0,320.0,790.0,61.03273000000001,9.1,12.0,6.0,0.0,67,0.0,10.0,12.2,24.1,0.0,2018,6,24,24-05-2018
1139,1139,2012-02-16,3.0377,1139,2012-02-14,3.7273956521739127,217406,23711,30.0,340.0,1000.0,63.136480000000006,9.6,12.0,8.0,0.0,80,0.0,10.0,4.3,13.0,0.0,2018,6,25,25-05-2018
1140,1140,2012-02-17,3.7981782608695656,1140,2012-02-15,3.6976565217391313,141102,100612,45.0,450.0,790.0,56.0,7.8,14.0,3.0,0.0,86,0.0,7.4,8.0,14.8,0.0,2018,6,26,26-05-2018
1141,1141,2012-02-18,3.8894826086956518,1141,2012-02-16,3.7255260869565214,161699,113165,46.0,560.0,1000.0,63.64321999999999,6.8,13.0,2.5,0.0,88,0.0,4.2,7.0,13.0,0.0,2018,6,27,27-05-2018
1142,1142,2012-02-19,3.0482652173913043,1142,2012-02-17,4.2553086956521735,121432,137400,38.0,550.0,890.0,64.11962,8.2,10.0,5.0,0.0,88,0.0,9.2,14.3,35.2,0.0,2018,6,28,28-05-2018
1143,1143,2012-02-20,3.076221739130435,1143,2012-02-18,3.7377434782608714,140452,56602,36.0,340.0,870.0,62.83047,7.1,14.0,2.0,0.0,74,0.0,10.0,15.4,24.1,0.0,2018,7,1,01-07-2018
1144,1144,2012-02-21,4.5403521739130435,1144,2012-02-19,4.003656521739131,137734,59119,41.0,360.0,1100.0,67.11524,9.1,14.0,6.0,0.0,67,0.0,10.0,29.1,57.6,77.8,2018,7,2,02-07-2018
1145,1145,2012-02-22,1.7427434782608702,1145,2012-02-20,3.1064826086956527,150847,71820,38.0,420.0,1000.0,62.98726,10.8,14.0,5.4,0.0,68,0.0,10.0,38.7,53.5,74.1,2018,7,3,03-07-2018
1146,1146,2012-02-23,5.0760043478260854,1146,2012-02-21,4.35265652173913,149623,70186,32.0,500.0,1100.0,68.18319,12.9,16.0,9.1,0.0,62,0.0,10.0,49.1,63.0,81.7,2018,7,4,04-07-2018
1147,1147,2012-02-24,2.9889173913043483,1147,2012-02-22,3.6567434782608688,137475,87684,47.0,590.0,1200.0,68.18319,14.4,18.0,9.0,0.0,57,0.0,10.0,30.0,53.5,81.7,2018,7,5,05-07-2018
1148,1148,2012-02-25,3.7252217391304354,1148,2012-02-23,3.8507434782608714,158746,100292,53.0,320.0,820.0,65.0,10.5,13.0,8.0,0.0,77,0.0,9.5,27.0,44.6,64.8,2018,7,8,08-07-2018
1149,1149,2012-02-26,2.9809173913043483,1149,2012-02-24,3.7880913043478257,158134,98911,54.0,290.0,930.0,62.30281,9.6,13.0,6.0,0.0,73,0.0,10.0,15.4,27.8,0.0,2018,7,9,09-07-2018
1150,1150,2012-02-27,3.8632652173913047,1150,2012-02-25,3.785004347826088,157162,106501,54.0,270.0,920.0,62.523999999999994,8.1,11.0,4.9,0.0,66,0.0,10.0,15.9,40.7,59.4,2018,7,10,10-07-2018
1151,1151,2012-02-28,6.021439130434782,1151,2012-02-26,3.8701782608695656,150870,98441,52.0,350.0,960.0,62.98726,6.7,10.0,2.7,0.0,76,0.0,10.0,14.6,38.9,0.0,2018,7,11,11-07-2018
1152,1152,2012-02-29,5.054830434782611,1152,2012-02-27,3.9768304347826096,150374,111107,52.0,330.0,930.0,62.849419999999995,7.9,12.0,6.0,0.0,55,0.0,10.0,9.6,13.0,0.0,2018,7,12,12-07-2018
1153,1153,2012-01-03,3.5579173913043483,1153,2012-02-28,6.920352173913043,126315,83744,53.0,320.0,850.0,63.05166,8.5,12.0,6.0,0.0,60,0.0,10.0,40.2,53.5,75.9,2018,7,15,15-07-2018
1154,1154,2012-02-03,5.484526086956521,1154,2012-02-29,4.721178260869563,140828,98742,46.0,330.0,830.0,63.05166,9.0,13.0,6.0,0.0,61,0.0,10.0,37.2,51.9,65.3,2018,7,16,16-07-2018
1155,1155,2012-03-03,3.100482608695652,1155,2012-01-03,4.287352173913043,208453,32593,49.0,330.0,850.0,62.523999999999994,9.1,16.0,5.0,0.0,66,0.0,9.5,35.7,63.0,90.7,2018,7,17,17-07-2018
1156,1156,2012-04-03,6.215134782608696,1156,2012-02-03,5.224352173913043,82026,161390,49.0,310.0,1000.0,63.006209999999996,10.2,14.0,6.7,0.0,57,0.0,10.0,33.2,51.9,72.2,2018,7,18,18-07-2018
1157,1157,2012-05-03,5.843700000000001,1157,2012-03-03,4.0315260869565215,111749,155859,44.0,350.0,1100.0,67.06978000000001,9.3,17.0,5.0,0.0,66,0.0,10.0,20.7,40.7,57.6,2018,7,19,19-07-2018
1158,1158,2012-06-03,3.6217869565217393,1158,2012-04-03,6.7507,140589,87024,49.0,280.0,850.0,63.05166,9.0,13.0,6.0,0.0,55,0.0,10.0,36.5,63.0,96.5,2018,7,22,22-07-2018
1159,1159,2012-07-03,4.117134782608695,1159,2012-05-03,5.459004347826086,109941,176847,47.0,320.0,940.0,63.83988000000001,9.3,13.0,7.0,0.0,65,0.0,10.0,41.1,66.5,96.5,2018,7,23,23-07-2018
1160,1160,2012-08-03,3.5128739130434794,1160,2012-06-03,4.106656521739131,233466,129264,26.0,320.0,1000.0,63.0,10.1,16.0,6.0,0.0,74,0.0,10.0,27.5,53.5,72.2,2018,7,24,24-07-2018
1161,1161,2012-09-03,3.3910043478260867,1161,2012-07-03,4.076960869565218,175156,134002,40.0,330.0,820.0,60.728359999999995,10.2,14.0,5.0,0.0,78,0.0,10.0,24.6,37.0,35.9,2018,7,26,26-07-2018
1162,1162,2012-10-03,3.954134782608696,1162,2012-08-03,4.089613043478262,177977,131754,35.0,290.0,770.0,60.562709999999996,9.0,14.0,6.5,0.0,69,0.0,10.0,25.7,50.0,72.2,2018,7,29,29-07-2018
1163,1163,2012-11-03,3.018917391304348,1163,2012-09-03,3.895699999999999,166647,123296,35.0,320.0,820.0,60.562709999999996,9.4,12.0,6.0,0.0,65,0.0,10.0,30.4,51.9,65.3,2018,7,30,30-07-2018
1164,1164,2012-12-03,3.650439130434784,1164,2012-10-03,3.7770478260869567,153465,107045,35.0,330.0,1000.0,63.88533,10.7,15.0,7.0,0.0,66,0.0,9.7,22.6,38.9,57.6,2018,7,31,31-07-2018
1165,1165,2012-03-13,3.610091304347826,1165,2012-11-03,3.8728739130434775,140732,144705,36.0,340.0,890.0,62.94181,9.2,15.0,4.0,0.0,70,0.0,10.0,15.4,35.2,55.4,2018,8,1,01-08-2018
1166,1166,2012-03-14,3.385308695652174,1166,2012-12-03,3.691482608695652,183952,113458,40.0,360.0,930.0,63.312219999999996,11.4,15.0,8.0,0.0,56,0.0,10.0,35.9,66.5,88.9,2018,8,2,02-08-2018
1167,1167,2012-03-15,3.916830434782608,1167,2012-03-13,4.087134782608695,152055,99810,42.0,330.0,820.0,62.5118,12.3,16.0,7.6,0.0,50,0.0,10.0,34.8,51.9,74.1,2018,8,5,05-08-2018
1168,1168,2012-03-16,4.432873913043479,1168,2012-03-14,3.8265260869565214,188271,143382,50.0,360.0,1100.0,67.01852,8.5,13.0,5.0,0.0,65,0.0,10.0,23.5,35.2,59.4,2018,8,6,06-08-2018
1169,1169,2012-03-17,3.654134782608696,1169,2012-03-15,3.9213956521739135,184892,140437,44.0,360.0,900.0,63.312219999999996,10.9,13.0,9.0,0.0,61,0.0,10.0,32.4,48.2,53.5,2018,8,7,07-08-2018
1170,1170,2012-03-18,3.871482608695652,1170,2012-03-16,4.452395652173913,131166,71450,40.0,422.98022000000003,845.96045,62.83047,8.7,16.0,3.0,0.0,74,0.0,10.0,20.7,31.7,61.1,2018,8,8,08-08-2018
1171,1171,2012-03-19,3.6172217391304353,1171,2012-03-17,4.151308695652173,149832,114100,47.0,340.0,890.0,61.0,10.4,13.0,8.5,0.0,62,0.0,10.0,38.2,63.0,87.0,2018,8,9,09-08-2018
1172,1172,2012-03-20,3.0455695652173915,1172,2012-03-18,4.136308695652173,190165,153277,37.0,310.0,790.0,61.39638000000001,11.3,14.0,9.9,0.0,63,0.0,10.0,22.2,35.2,50.0,2018,8,12,12-08-2018
1173,1173,2012-03-21,4.157178260869566,1173,2012-03-19,4.079352173913042,201237,150473,37.0,300.0,1000.0,63.24781,10.8,15.0,6.9,0.0,71,0.0,10.0,22.2,35.2,50.0,2018,8,13,13-08-2018
1174,1174,2012-03-22,4.318178260869565,1174,2012-03-20,3.989134782608695,197138,146983,45.0,330.0,950.0,63.312219999999996,13.5,16.0,11.0,0.0,51,0.0,10.0,40.4,53.5,74.1,2018,8,14,14-08-2018
1175,1175,2012-03-23,3.4417434782608702,1175,2012-03-21,3.584613043478261,189912,135507,40.0,360.0,1100.0,67.01852,11.1,18.0,5.0,0.0,56,0.0,10.0,24.3,46.5,64.8,2018,8,15,15-08-2018
1176,1176,2012-03-24,3.521004347826086,1176,2012-03-22,4.764569565217392,177568,122376,37.0,430.0,990.0,62.32176,9.3,14.0,6.0,0.0,61,0.0,10.0,19.1,29.4,0.0,2018,8,16,16-08-2018
1177,1177,2012-03-25,3.6020043478260866,1177,2012-03-23,3.9456130434782613,160036,112570,29.0,290.0,670.0,60.66186,6.8,12.0,4.0,0.0,76,0.0,10.0,24.1,46.5,66.5,2018,8,19,19-08-2018
1178,1178,2012-03-26,3.5815695652173902,1178,2012-03-24,3.836569565217392,187051,64837,29.0,280.0,760.0,60.405919999999995,8.9,11.0,6.0,0.0,73,0.0,9.8,20.6,31.7,0.0,2018,8,20,20-08-2018
